query_id,beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address
7830,COMPTA EQUIPAMENTOS E SERVICOS INFORMATICA SARL,PT,Portugal,project,,,,,,
7831,"Fórmula - Serviços de Gestão, Lda",PT,Portugal,project,,,,,,
7832,O BEM-ESTAR - ASSOCIAÇÃO DE SOLIDARIEDADE SOCIAL DE GONDAR,PT,Portugal,project,,,,,,
7833,STOKVIS CELIX PORTUGAL UNIPESSOAL LIMITADA,PT,Portugal,project,,,,,,
7834,Azevedo da Costa & Silva Lda,PT,Portugal,project,,,,,,
7835,"LACOVALE - PINTURA ELECTROSTÁTICA, SERRALHARIA E ELECTRIFICAÇÕES, LDA",PT,Portugal,project,,,,,,
7836,WHITE - AIRWAYS SA,PT,Portugal,project,,,,,,
7837,"DIGITALSIGN - Certificadora Digital, S.A.",PT,Portugal,project,,,,,,
7838,"Centro Hospitalar de Vila Nova de Gaia / Espinho, EPE",PT,Portugal,project,,,,,,
7839,Agrupamento Vertical de Escolas de Moura  ,PT,Portugal,project,,,,,,
7840,CIPADE - INDUSTRIA E INVESTIGAÇÃO DE PRODUTOS ADESIVOS S.A.,PT,Portugal,project,,,,,,
7841,ARES DO PINHAL - ASSOCIAÇÃO DE RECUPERAÇÃO DE TOXICODEPENDENTES,PT,Portugal,project,,,,,,
7842,Agrupamento de Escolas de Tabuaço,PT,Portugal,project,,,,,,
7843,"Sociedade Transportes Carrazeda - Vila Flor, Lda",PT,Portugal,project,,,,,,
7844,"ADEPE - APOIO AO DESENVOLVIMENTO ESCOLAR, PROFISSIONAL E EMPRESARIAL LDA",PT,Portugal,project,,,,,,
7845,"BIOFUN - PRODUTOS BIOLÓGICOS DO FUNDÃO, LDª",PT,Portugal,project,,,,,,
7846,FERLITO - FERROS DO LITORAL S.A.,PT,Portugal,project,,,,,,
7847,SANTA CASA DA MISERICORDIA DE VILA FLOR,PT,Portugal,project,,,,,,
7848,SANTA CASA DA MISERICORDIA DE ARRONCHES,PT,Portugal,project,,,,,,
7849,"IRMÃOS MOTA - CONSTRUÇÃO DE CARROÇARIAS, S.A.",PT,Portugal,project,,,,,,
7850,Agrupamento de Escolas de Pombal,PT,Portugal,project,,,,,,
7851,Escola Profissional de Arqueologia,PT,Portugal,project,,,,,,
7852,"GUIECKAL - COMÉRCIO E INDUSTRIA DE CONFECÇÕES, LDª",PT,Portugal,project,,,,,,
7853,"JAPAUTOMOTIVE - Comércio de Automóveis, Unipessoal, Lda.",PT,Portugal,project,,,,,,
7854,"REGISET-COMUNICAÇÃO E ARTES GRAFICAS DA REGIÃO DE SETUBAL, S.A.",PT,Portugal,project,,,,,,
7855,AGRUPAMENTO DE AGRICULTORES DA MARGEM NORTE DO SABOR,PT,Portugal,project,,,,,,
7856,MedicineOne Life Sciences Computing S.A.,PT,Portugal,project,,,,,,
7857,Fundação para a Ciência e a Tecnologia,PT,Portugal,project,,,,,,
7858,"Clinica Médica Arrifana de Sousa, S.A",PT,Portugal,project,,,,,,
7859,"GÁLIA - EMPRESA DE SEGURANÇA, S.A",PT,Portugal,project,,,,,,
7860,"EDICAD - COMPUTAÇÃO GRAFICA E IMAGEM, LDA",PT,Portugal,project,,,,,,
7861,Centro Social de Brito,PT,Portugal,project,,,,,,
7862,"Edibarra - Engenharia e Construção, S.A",PT,Portugal,project,,,,,,
7863,IMTEC Industria Moldes Técnicos Lda.,PT,Portugal,project,,,,,,
7864,"BBS - BEST BUSINESS SERVICES, LDA",PT,Portugal,project,,,,,,
7865,"AMERICANA - PAPELARIA, S.A.",PT,Portugal,project,,,,,,
7866,CONFECÇÕES SANDREI - CELESTE & JORDÃO LDA,PT,Portugal,project,,,,,,
7867,MUNICÍPIO DE PENICHE,PT,Portugal,project,,,,,,
7868,Agrupamento Vertical de Escolas de Castelo de Paiva,PT,Portugal,project,,,,,,
7869,SOCIEDUCA - SOCIEDADE DE EDUCAÇÃO S.A.,PT,Portugal,project,,,,,,
7870,M.J.J.S. - COMÉRCIO DE VESTUÁRIO S.A.,PT,Portugal,project,,,,,,
7871,SANTA CASA DA MISERICÓRDIA DE ESTARREJA,PT,Portugal,project,,,,,,
7872,IBEROBRITA - PRODUTORA DE AGREGADOS S.A.,PT,Portugal,project,,,,,,
7873,"Ribermold, Lda.",PT,Portugal,project,,,,,,
